Time t / s,Events N,Channel n,Energy E / keV,Rate R / 1/s,Dead time t / %,Voltage U / V
246,17,246,246,30.0144219297372,0.210100953508161,696.109375
247,22,247,247,47.0151717959385,0.32910620257157,696.109375
248,9,248,248,34.993298783283,0.244953091482981,696.109375
249,18,249,249,33.326553231226,0.233285872618582,696.109375
250,13,250,250,28.8873032969079,0.202211123078355,696.109375
251,13,251,251,44.4404053053845,0.311082837137691,696.109375
252.001,13,252,252,31.0961331403152,0.217672931982206,698.825520833333
253,15,253,253,32.0089529041273,0.224062670328891,699.989583333333
254.001,14,254,254,25.9800291515912,0.181860204061138,696.109375
255,3,255,255,30.0277817036322,0.210194471925425,696.109375
256.001,16,256,256,22.2193040869521,0.155535128608665,696.109375
257.001,8,257,257,30.9943900154072,0.21696073010785,696.497395833333
258,6,258,258,33.9971884325166,0.237980319027616,696.885416666667
259,16,259,259,38.8811515397325,0.272168060778127,696.885416666667
260.001,14,260,260,32.0334140541999,0.2242338983794,696.497395833333
261,17,261,261,44.4208421703046,0.310945895192132,696.109375
262.001,16,262,262,41.0303679060019,0.287212575342013,696.109375
263,6,263,263,25.0538130851255,0.175376691595879,696.109375
264.001,12,264,264,31.1044202047204,0.217730941433043,696.109375
265.001,13,265,265,27.770483397472,0.194393383782304,696.497395833333
266,14,266,266,28.8872904588168,0.202211033211718,696.109375
267.001,7,267,267,33.986483575482,0.237905385028374,696.885416666667
268.001,7,268,268,31.9652058734068,0.223756441113848,696.109375
269.001,9,269,269,28.031510220639,0.196220571544473,696.109375
270,20,270,270,38.0137381649728,0.26609616715481,696.109375
271.001,9,271,271,32.2133027166256,0.225493119016379,696.497395833333
272,13,272,272,32.2193475404361,0.225535432783053,696.109375
273.001,10,273,273,28.0453071937715,0.196317150356401,696.109375
274.001,12,274,274,31.9776604064401,0.22384362284508,696.497395833333
275,13,275,275,38.0105365207235,0.266073755645065,696.109375
276,16,276,276,37.7589276819916,0.264312493773942,696.109375
277.001,7,277,277,25.996282531598,0.181973977721186,696.109375
278,12,278,278,28.9799980053767,0.202859986037637,696.109375
279.001,16,279,279,31.0360794423517,0.217252556096462,696.109375
280.001,13,280,280,29.9782125013365,0.209847487509356,696.109375
281,18,281,281,27.7633716726987,0.194343601708891,696.109375
282,14,282,282,30.0427357916636,0.210299150541645,696.109375
283.001,15,283,283,38.9859260806849,0.272901482564794,696.109375
284.001,13,284,284,32.0213101819261,0.224149171273483,696.109375
285,10,285,285,39.9907665763394,0.279935366034376,696.109375
286.001,9,286,286,34.4064138882933,0.240844897218053,696.109375
287,11,287,287,36.9943435648689,0.258960404954083,697.661458333333
288,9,288,288,33.0170632182712,0.231119442527898,696.497395833333
289,7,289,289,39.0309515445748,0.273216660812024,696.109375
290.001,9,290,290,32.1917152067779,0.225342006447446,696.109375
291,14,291,291,34.0441893577864,0.238309325504505,696.497395833333
292,10,292,292,36.636156889346,0.256453098225422,697.661458333333
293,8,293,293,28.8760679147347,0.202132475403143,696.109375
294,15,294,294,46.6419671538383,0.326493770076868,696.497395833333
295,10,295,295,33.0181401662073,0.231126981163451,696.109375
295.999,7,296,296,36.9738225336462,0.258816757735523,696.109375
297.001,14,297,297,33.3150692720235,0.233205484904165,696.109375
298,12,298,298,26.9914221260483,0.188939954882338,696.109375
299,8,299,299,32.0246878318496,0.224172814822947,696.497395833333
300,10,300,300,19.0000057000017,0.133000039900012,696.109375
301,12,301,301,32.2197770991379,0.225538439693965,696.109375
302.001,8,302,302,25.9529602595296,0.181670721816707,696.109375
303.001,4,303,303,29.0360482539072,0.203252337777351,696.109375
304,11,304,304,44.0789630544157,0.30855274138091,696.497395833333
305.001,14,305,305,31.0752813117587,0.217526969182311,696.109375
306,7,306,306,35.5433720774601,0.248803604542221,696.497395833333
307.001,12,307,307,39.0006435106179,0.273004504574325,696.109375
308.001,8,308,308,29.9982367703054,0.209987657392138,696.109375
309,7,309,309,33.9953630324824,0.237967541227377,696.109375
310,14,310,310,26.9986932632461,0.188990852842722,696.109375
311.001,8,311,311,30.9739013906882,0.216817309734817,696.109375
312,10,312,312,31.9822242797453,0.223875569958217,696.497395833333
313.001,12,313,313,35.0470506655185,0.245329354658629,696.885416666667
314,3,314,314,31.9895106394613,0.223926574476229,696.109375
315,10,315,315,41.0064339094804,0.287045037366363,696.109375
316.001,7,316,316,31.0013423581241,0.217009396506869,696.109375
317,10,317,317,33.0161415916241,0.231112991141369,696.109375
318,12,318,318,35.5508154468293,0.248855708127805,696.109375
319.001,6,319,319,35.4844093148792,0.248390865204155,696.109375
320,7,320,320,33.0764595438816,0.231535216807171,696.885416666667
321,13,321,321,53.2866897176005,0.373006828023204,696.497395833333
322.001,8,322,322,34.9756150012211,0.244829305008548,696.109375
323,12,323,323,31.0425189381896,0.217297632567327,696.109375
324,11,324,324,27.7680188618156,0.194376132032709,696.109375
325,11,325,325,37.7575019992042,0.264302513994429,696.109375
326.001,6,326,326,35.4984149403066,0.248488904582146,697.2734375
327,2,327,327,30.0574698824152,0.210402289176906,696.109375
328.001,4,328,328,41.0890691082606,0.287623483757824,696.109375
329,12,329,329,34.4311157769592,0.241017810438715,697.2734375
330.001,6,330,330,32.0179812982971,0.22412586908808,696.109375
331.001,9,331,331,33.2732861429407,0.232913003000585,696.109375
332,12,332,332,33.0213218675299,0.231149253072709,696.109375
333.001,9,333,333,44.0715854762891,0.308501098334024,696.109375
334,7,334,334,27.7504559122402,0.194253191385681,696.109375
335.001,6,335,335,39.9305961870939,0.279514173309657,696.109375
336,11,336,336,37.0608168003694,0.259425717602586,696.109375
337.001,9,337,337,24.4183656299517,0.170928559409662,696.109375
338.001,12,338,338,40.0668916756525,0.280468241729567,697.661458333333
339,7,339,339,44.3672946487497,0.310571062541248,696.885416666667
340.001,4,340,340,33.9877338268619,0.237914136788033,696.109375
341.001,7,341,341,32.0221785608713,0.224155249926099,696.497395833333
342,7,342,342,21.992054270792,0.153944379895544,696.497395833333
343,11,343,343,43.9867248064534,0.307907073645174,696.109375
344.001,4,344,344,28.0746842751086,0.19652278992576,696.109375
345.001,4,345,345,38.8200738379987,0.271740516865991,696.497395833333
346,6,346,346,29.989191895241,0.209924343266687,700.377604166667
347.001,9,347,347,34.953515319976,0.244674607239832,696.109375
348,5,348,348,30.0198250924911,0.210138775647438,696.109375
349,10,349,349,42.0276037301299,0.29419322611091,696.109375
350.001,6,350,350,24.0158120106278,0.168110684074395,696.109375
351.001,7,351,351,29.9777165640207,0.209844015948145,696.109375
352.001,8,352,352,34.0498728487616,0.238349109941331,696.109375
353,9,353,353,28.8690334092441,0.202083233864709,696.497395833333
354,5,354,354,37.7538586109112,0.264277010276378,697.2734375
355.001,8,355,355,27.7567104345579,0.194296973041906,696.109375
356,4,356,356,28.9890566311218,0.202923396417852,696.497395833333
357.001,6,357,357,33.0480287001099,0.231336200900769,696.109375
358.001,14,358,358,24.0159778300503,0.168111844810352,696.109375
359.001,6,359,359,22.1716536073779,0.155201575251646,696.109375
